Date,Core_REAL_SGOV_2020,Core_PROXY_BIL_2015,SPY_BuyHold_2015,VTI_BuyHold_2015
2019-04-03,,-0.0149312640462681,-0.009907130604555059,-0.014619262394761523
2019-04-04,,-0.013264748337742827,-0.007279984410907492,-0.012537625110213502
2019-04-05,,-0.00876411157275947,-0.0024747918565729554,-0.007567758773179278
2019-04-08,,-0.008095015096352909,-0.0017144254379514168,-0.006694586479737308
2019-04-09,,-0.013386193979100791,-0.0068304161556961285,-0.012672151915590013
2019-04-10,,-0.009102740034784507,-0.0034425522267389486,-0.008105069304636392
2019-04-11,,-0.010486195176020674,-0.003719272671402818,-0.008172674145916825
2019-04-12,,-0.0040570196880951315,0.0,-0.0015239542504154047
2019-04-15,,-0.004979635299104723,-0.0006549830609238194,-0.0023297493283048754
2019-04-16,,-0.0038032929805081883,0.0,-0.002060923343280119
2019-04-17,,-0.0058247302946289325,-0.0024473716440437387,-0.005754606035063614
2019-04-18,,-0.005040915287899295,-0.0004828894723674093,-0.004277201246068785
2019-04-22,,-0.005541366206259113,0.0,-0.004008716699636317
2019-04-23,,0.0,0.0,0.0
2019-04-24,,-0.0034867724552888335,-0.002218985045678634,-0.001334985094551988
2019-04-25,,-0.004917443280748057,-0.0028339946103094205,-0.003004282134392411
2019-04-26,,-0.0001088175815114889,0.0,0.0
2019-04-29,,0.0,0.0,0.0
2019-04-30,,0.0,0.0,0.0
2019-05-01,,-0.006817045467707339,-0.00751695260621299,-0.007446702173946496
2019-05-02,,-0.008183633449061256,-0.009659238010984894,-0.00910922539805381
2019-05-03,,0.0,0.0,0.0
2019-05-06,,-0.005722596551645864,-0.004115289398123667,-0.003186759713209586
2019-05-07,,-0.022179107746390536,-0.020746505984728603,-0.02038101828021399
2019-05-08,,-0.023248246748654,-0.022106286640886763,-0.021974173114949647
2019-05-09,,-0.02783283992927854,-0.025065382268077863,-0.025094438865777224
2019-05-10,,-0.02288759309891053,-0.020167775410598665,-0.020580162634556087
2019-05-13,,-0.04670947700649264,-0.04479130385590335,-0.04534291926496603
2019-05-14,,-0.038018465857293626,-0.03615268716830011,-0.036711980445599646
2019-05-15,,-0.03308244210791389,-0.03050703964736501,-0.03100306311019596
2019-05-16,,-0.026149871273652425,-0.021528132147360046,-0.02224014896447757
2019-05-17,,-0.033437847454272696,-0.027854188468917185,-0.029144044936867286
2019-05-20,,-0.03925240322232337,-0.03428186540890599,-0.036048728485799764
2019-05-21,,-0.030474258883948724,-0.025575328818167264,-0.02662154978186948
2019-05-22,,-0.033911992487671405,-0.02856829798483551,-0.030139879219511667
2019-05-23,,-0.045192929617274724,-0.040437689912172115,-0.042488291830862335
2019-05-24,,-0.041697805221069584,-0.03826091174433632,-0.0401649410302064
2019-05-28,,-0.04877190067575843,-0.04720594570486403,-0.048595947918688376
2019-05-29,,-0.053745567343088,-0.053599806713436116,-0.055101892715198275
2019-05-30,,-0.0514566371917059,-0.05101510587036506,-0.05324298705280428
2019-05-31,,-0.06129928598604739,-0.06380311592781063,-0.06598946335096945
2019-06-03,,-0.06144286193262116,-0.06618376902117351,-0.06784836901336366
2019-06-04,,-0.0447319801647692,-0.04591333604705716,-0.046936524143440184
2019-06-05,,-0.0403464365291073,-0.037648998927453214,-0.03963355188582396
2019-06-06,,-0.035909509849185284,-0.031391553805755534,-0.034255979252983626
2019-06-07,,-0.02724912815944669,-0.021698421573711824,-0.02549306510726501
2019-06-10,,-0.022253141556903944,-0.017209140647890253,-0.020048998512043004
2019-06-11,,-0.021212199407061316,-0.017447177153196325,-0.020978563854174626
2019-06-12,,-0.024403967185405162,-0.01918175584989701,-0.022306192883120857
2019-06-13,,-0.02109762437159557,-0.015134443962969146,-0.01779202916283429
2019-06-14,,-0.024749804514129004,-0.01622242979046451,-0.019916348120083027
2019-06-17,,-0.023791861034554995,-0.015848553478887473,-0.019203141305295546
2019-06-18,,-0.012145718120767923,-0.005543508429960431,-0.008475448707671251
2019-06-19,,-0.008225872866368111,-0.0032989831831703453,-0.005076718393568824
2019-06-20,,0.0,0.0,0.0
2019-06-21,,-0.0008824431233394048,-0.001453278338068853,0.0
2019-06-24,,-0.004438896796154057,-0.002675946640456117,-0.005574089168620344
2019-06-25,,-0.012838112674636637,-0.012457751073527534,-0.014996596724452305
2019-06-26,,-0.013093683903570352,-0.01344282462713653,-0.01685436501600801
2019-06-27,,-0.008086346691980273,-0.009944513897174545,-0.010948855631090382
2019-06-28,,-0.002365990917256422,-0.004849795462409712,-0.004047741093361701
2019-07-01,,0.0,0.0,0.0
2019-07-02,,0.0,0.0,0.0
2019-07-03,,0.0,0.0,0.0
2019-07-05,,-0.0022188315928411972,-0.0011380965726898173,-0.0005895937477843338
2019-07-08,,-0.007335556402175314,-0.006626617220900521,-0.005961644548420408
2019-07-09,,-0.007155489202117948,-0.005388103680857181,-0.004192973923031973
2019-07-10,,-0.0030228073785059095,-0.0006361245639759927,-0.00013097166930153836
2019-07-11,,-0.0021916948543249104,0.0,0.0
2019-07-12,,0.0,0.0,0.0
2019-07-15,,0.0,0.0,-0.0006511628929483093
2019-07-16,,-0.0027204941598856225,-0.003225016713590323,-0.0031896429486115707
2019-07-17,,-0.007844043206493456,-0.010008088884465027,-0.009764915246598838
2019-07-18,,-0.00425279274911039,-0.00638378438728715,-0.006119546208492976
2019-07-19,,-0.009008013711809482,-0.011903528843105637,-0.01178314648856782
2019-07-22,,-0.007301383150355667,-0.00947607882806245,-0.009439443719586715
2019-07-23,,-0.0016631365999955072,-0.002393821060782786,-0.0027994288584753946
2019-07-24,,0.0,0.0,0.0
2019-07-25,,-0.005949542465458757,-0.004777018595959359,-0.005320355797630016
2019-07-26,,-0.0003425521111422025,0.0,0.0
2019-07-29,,-0.0020717975735976557,-0.0018213358397723978,-0.0023959674351383686
2019-07-30,,-0.005408618758937722,-0.004271253569331557,-0.003367760716872281
2019-07-31,,-0.014945281343215933,-0.015165445075271289,-0.014247537083039052
2019-08-01,,-0.023477626863419476,-0.023741217602525566,-0.02337891660194069
2019-08-02,,-0.031106181690123358,-0.031091863821768873,-0.03128010883384913
2019-08-05,,-0.05833232701810587,-0.06022988839350507,-0.06003467050499689
2019-08-06,,-0.04742139749135965,-0.04705154795685762,-0.04779479907433071
2019-08-07,,-0.04568666237824637,-0.04648849218486628,-0.04675827060380544
2019-08-08,,-0.030260384175542332,-0.02778072973992718,-0.028624763243622287
2019-08-09,,-0.03710784822987512,-0.034402886274789934,-0.03555459959372109
2019-08-12,,-0.04773837472276499,-0.04615728947362552,-0.04747046703048863
2019-08-13,,-0.0356673581907716,-0.03132371688251967,-0.0338709379352472
2019-08-14,,-0.06188818855083156,-0.0599652164594463,-0.06178350475218619
2019-08-15,,-0.059881785843465596,-0.05748169845483386,-0.06003467050499689
2019-08-16,,-0.04697664765360632,-0.0435749799626266,-0.04578713342195795
2019-08-19,,-0.03778661361460489,-0.032052318195721075,-0.034453773334329196
2019-08-20,,-0.04327333469071548,-0.039468937048042774,-0.041836646655984744
2019-08-21,,-0.03562766834794606,-0.03165447307847735,-0.03374103015774066
2019-08-22,,-0.0375878838106084,-0.031952856916410144,-0.03458324371191146
2019-08-23,,-0.05779834692287544,-0.056819627918814564,-0.05893406294556702
2019-08-26,,-0.04922141513175915,-0.046389589049659175,-0.049413725544013465
2019-08-27,,-0.052302692492064096,-0.0501309406067697,-0.05381779603144865
2019-08-28,,-0.047257373055144436,-0.04344236492354536,-0.04708227459770431
2019-08-29,,-0.03621491631079521,-0.031224143974387775,-0.034453773334329196
2019-08-30,,-0.03511431378848773,-0.03165447307847735,-0.034777777328227955
2019-09-03,,-0.04058140730390103,-0.037316510125850355,-0.041059386990567215
2019-09-04,,-0.029796584373720236,-0.02638983463306488,-0.03082685316233047
2019-09-05,,-0.01874129410608727,-0.01387401124771992,-0.01787434790505682
2019-09-06,,-0.017971323935325745,-0.013112032917106609,-0.017680251688664494
2019-09-09,,-0.01701450756353373,-0.012615396293476633,-0.01709719758962025
2019-09-10,,-0.01582410768769882,-0.01284724935422732,-0.016125732357829548
2019-09-11,,-0.00855781300543701,-0.0058276942174038115,-0.008094960398357776
2019-09-12,,-0.005037295731581737,-0.0023839450964807662,-0.005116266914118595
2019-09-13,,-0.00449502810307123,-0.003046350518962404,-0.006087732145909297
2019-09-16,,-0.00782263431883834,-0.006125631540053522,-0.008104364496729355
2019-09-17,,-0.005367467094395395,-0.003609294662133,-0.005697462063484426
2019-09-18,,-0.0063180620572445,-0.00301342001683369,-0.00582736984099097
2019-09-19,,-0.006571123292114844,-0.0030795042787326032,-0.0064777835283718055
2019-09-20,,-0.009857464665094962,-0.0077897940001740995,-0.01083702052356994
2019-09-23,,-0.009441465366282653,-0.008022428462670206,-0.010316623963676608
2019-09-24,,-0.017588869121674344,-0.015806752650626366,-0.019489556475383307
2019-09-25,,-0.013476955124691936,-0.009984974760723575,-0.01330898619554921
2019-09-26,,-0.015224283980359465,-0.01204754048219192,-0.01630189517732683
2019-09-27,,-0.02108776458764905,-0.017369891027945172,-0.02215703991350859
2019-09-30,,-0.01702739985920454,-0.012812644419786912,-0.017603159952012892
2019-10-01,,-0.028109818665384645,-0.02455488007715778,-0.03041974318282148
2019-10-02,,-0.042911604397049885,-0.041786016480879096,-0.04616406280669261
2019-10-03,,-0.03535200037276309,-0.033935719659844654,-0.03842197479723519
2019-10-04,,-0.02488311927210629,-0.020862645201188634,-0.02586553517138268
2019-10-07,,-0.028388734473681176,-0.025087126294615292,-0.029704375606687483
