,REAL_LumpSum,REAL_Fixed_DCA,REAL_Smart_DCA,PROXY_LumpSum,PROXY_Fixed_DCA,PROXY_Smart_DCA
2015-06-08,,,,-0.027690786910501308,-0.023529257286633798,-0.023529257286633798
2015-06-09,,,,-0.030061125043378323,-0.025646833868295582,-0.025646833868295582
2015-06-10,,,,-0.016933400335619853,-0.013808238486355706,-0.013808238486355706
2015-06-11,,,,-0.014963593224099903,-0.012017619707616611,-0.012017619707616611
2015-06-12,,,,-0.02069064860622505,-0.01720102334530238,-0.01720102334530238
2015-06-15,,,,-0.025812863610675252,-0.021819277013236937,-0.021819277013236937
2015-06-16,,,,-0.02226400510495663,-0.018584845878691247,-0.018584845878691247
2015-06-17,,,,-0.021149196778048385,-0.017566511164668452,-0.017566511164668452
2015-06-18,,,,-0.012212973410244854,-0.009482692994453479,-0.009482692994453479
2015-06-19,,,,-0.01629043311080325,-0.013171882065123652,-0.013171882065123652
2015-06-22,,,,-0.007647961914381551,-0.005405799835641378,-0.005405799835641378
2015-06-23,,,,-0.005385804712368825,-0.003380822623923474,-0.003380822623923474
2015-06-24,,,,-0.01237751728885128,-0.009704885777880645,-0.009704885777880645
2015-06-25,,,,-0.014703000327235483,-0.011817562529066405,-0.011817562529066405
2015-06-26,,,,-0.01617462068734532,-0.013135692007915423,-0.013135692007915423
2015-06-29,,,,-0.037566700146966614,-0.032445737224964244,-0.032445737224964244
2015-06-30,,,,-0.03492281934592445,-0.030053532287111495,-0.030053532287111495
2015-07-01,,,,-0.029614034856476068,-0.02524377508036435,-0.02524377508036435
2015-07-02,,,,-0.029453341321671767,-0.02512010046719415,-0.02512010046719415
2015-07-06,,,,-0.037921724112909394,-0.03350081804555638,-0.03350081804555638
2015-07-07,,,,-0.03607640768434539,-0.03159588182742945,-0.03159588182742945
2015-07-08,,,,-0.05461844166118435,-0.050138553472928504,-0.050138553472928504
2015-07-09,,,,-0.048388483820501316,-0.04397176556573601,-0.04397176556573601
2015-07-10,,,,-0.03245633154262306,-0.028087098700473656,-0.028087098700473656
2015-07-13,,,,-0.02403624460653353,-0.019602292568202784,-0.019602292568202784
2015-07-14,,,,-0.019573695169402106,-0.01513316150654842,-0.01513316150654842
2015-07-15,,,,-0.022365310238234848,-0.01790677327387813,-0.01790677327387813
2015-07-16,,,,-0.015185676367784562,-0.010717269932846052,-0.010717269932846052
