,REAL_LumpSum,REAL_Fixed_DCA,REAL_Smart_DCA,PROXY_LumpSum,PROXY_Fixed_DCA,PROXY_Smart_DCA
2018-10-02,,,,-0.01234930363848663,-0.011507237966235873,-0.011507237966235873
2018-10-03,,,,-0.012394868872706688,-0.011528155112843774,-0.011528155112843774
2018-10-04,,,,-0.022300291521994975,-0.0213966953842627,-0.0213966953842627
2018-10-05,,,,-0.027918244645434576,-0.027022933074046573,-0.027022933074046573
2018-10-08,,,,-0.029242144681593807,-0.028330872306307264,-0.028330872306307264
2018-10-09,,,,-0.031259081672410316,-0.03033960597008878,-0.03033960597008878
2018-10-10,,,,-0.058816465666420736,-0.05793838357628889,-0.05793838357628889
2018-10-11,,,,-0.07576792362365625,-0.07493272026024844,-0.07493272026024844
2018-10-12,,,,-0.06462466119558974,-0.06377341212594079,-0.06377341212594079
2018-10-15,,,,-0.06854275719795422,-0.06769512657299837,-0.06769512657299837
2018-10-16,,,,-0.049702423581044264,-0.04883918162041312,-0.04883918162041312
2018-10-17,,,,-0.05185218303763062,-0.05095143993571738,-0.05095143993571738
2018-10-18,,,,-0.06606760526043254,-0.06514663877328486,-0.06514663877328486
2018-10-19,,,,-0.06619212954880482,-0.06531555278994872,-0.06531555278994872
2018-10-22,,,,-0.06874987887403106,-0.06788750893031759,-0.06788750893031759
2018-10-23,,,,-0.07500470022333083,-0.07412051094215844,-0.07412051094215844
2018-10-24,,,,-0.10167573204930436,-0.100805848872499,-0.100805848872499
2018-10-25,,,,-0.0868315615966253,-0.08593404244073377,-0.08593404244073377
2018-10-26,,,,-0.09971014091435959,-0.0988569456762246,-0.0988569456762246
2018-10-29,,,,-0.10524611629774716,-0.10438118497694349,-0.10438118497694349
2018-10-30,,,,-0.09211349648556066,-0.09124313527888639,-0.09124313527888639
2018-10-31,,,,-0.08338497424148816,-0.0825078392412234,-0.0825078392412234
2018-11-01,,,,-0.07134679660922827,-0.07050648891464562,-0.07050648891464562
2018-11-02,,,,-0.07322124504374017,-0.07241630239694807,-0.07241630239694807
2018-11-05,,,,-0.06983368412680924,-0.06900814028869007,-0.06900814028869007
2018-11-06,,,,-0.06559272574656883,-0.06475404819862152,-0.06475404819862152
2018-11-07,,,,-0.048947208448047896,-0.0480758460321532,-0.0480758460321532
2018-11-08,,,,-0.053841522409801,-0.05290989753040176,-0.05290989753040176
2018-11-09,,,,-0.06308648388928995,-0.062158031612944975,-0.062158031612944975
2018-11-12,,,,-0.07946365630801455,-0.07855029615307918,-0.07855029615307918
2018-11-13,,,,-0.07886311084686293,-0.07798546948913843,-0.07798546948913843
2018-11-14,,,,-0.08277861556441835,-0.08195085272480152,-0.08195085272480152
2018-11-15,,,,-0.07358760339466852,-0.07274041571828815,-0.07274041571828815
2018-11-16,,,,-0.07176780695370921,-0.07091808771752428,-0.07091808771752428
2018-11-19,,,,-0.08523272096524304,-0.08442261965659292,-0.08442261965659292
2018-11-20,,,,-0.1010912447472555,-0.10027226018591251,-0.10027226018591251
2018-11-21,,,,-0.09426904160783678,-0.09350389964920669,-0.09350389964920669
2018-11-23,,,,-0.09950009914758295,-0.09872303493327517,-0.09872303493327517
2018-11-26,,,,-0.08714524664389112,-0.0863526009982235,-0.0863526009982235
2018-11-27,,,,-0.08631610865724537,-0.08551473195022197,-0.08551473195022197
2018-11-28,,,,-0.06753772885200027,-0.06670531698526483,-0.06670531698526483
2018-11-29,,,,-0.0700460782114034,-0.0691960257387213,-0.0691960257387213
2018-11-30,,,,-0.06610123702103121,-0.06519997771229036,-0.06519997771229036
2018-12-03,,,,-0.05478813189527543,-0.0539039715964289,-0.0539039715964289
2018-12-04,,,,-0.08188149072001139,-0.08104216008905174,-0.08104216008905174
2018-12-06,,,,-0.08482160866208988,-0.08394243657987976,-0.08394243657987976
2018-12-07,,,,-0.10299933898037528,-0.1021720176811205,-0.1021720176811205
2018-12-10,,,,-0.10456889381904111,-0.10369012917436204,-0.10369012917436204
2018-12-11,,,,-0.1037766777845005,-0.10291529388975196,-0.10291529388975196
2018-12-12,,,,-0.09660145557401811,-0.09578843074205445,-0.09578843074205445
2018-12-13,,,,-0.09828037077449747,-0.09747420046920696,-0.09747420046920696
2018-12-14,,,,-0.11215745246246567,-0.11136825797186456,-0.11136825797186456
2018-12-17,,,,-0.12735106266046414,-0.12661813966330737,-0.12661813966330737
2018-12-18,,,,-0.12689509518517006,-0.12617505101483184,-0.12617505101483184
2018-12-19,,,,-0.13902058978454623,-0.13831236478549602,-0.13831236478549602
2018-12-20,,,,-0.14849663396487023,-0.14785785107798854,-0.14785785107798854
2018-12-21,,,,-0.16440364357330683,-0.16378035431470106,-0.16378035431470106
2018-12-24,,,,-0.18077057890799708,-0.18020965965297364,-0.18020965965297364
2018-12-26,,,,-0.14912074701801292,-0.1484625137481197,-0.1484625137481197
2018-12-27,,,,-0.14393724590274326,-0.14323848140853512,-0.14323848140853512
2018-12-28,,,,-0.1431231784931044,-0.1424619924633942,-0.1424619924633942
2018-12-31,,,,-0.13739643368784016,-0.1366975813065303,-0.1366975813065303
2019-01-02,,,,-0.1368144038414052,-0.13611263069017254,-0.13611263069017254
2019-01-03,,,,-0.15287819014347925,-0.1522341306269328,-0.1522341306269328
2019-01-04,,,,-0.12674502165503876,-0.126100275211382,-0.126100275211382
2019-01-07,,,,-0.12009702786786824,-0.11941979997969432,-0.11941979997969432
2019-01-08,,,,-0.11235569818938285,-0.11166359240163692,-0.11166359240163692
2019-01-09,,,,-0.1063926192963961,-0.10574209243931121,-0.10574209243931121
2019-01-10,,,,-0.10212757553510399,-0.1014787190275439,-0.1014787190275439
2019-01-11,,,,-0.10348628531569193,-0.10280485495872449,-0.10280485495872449
2019-01-14,,,,-0.10875479983204528,-0.10807527663498506,-0.10807527663498506
2019-01-15,,,,-0.10059058784692831,-0.09989075177502826,-0.09989075177502826
2019-01-16,,,,-0.0975583199316612,-0.09686883799858725,-0.09686883799858725
2019-01-17,,,,-0.09165375115966323,-0.09094396940635718,-0.09094396940635718
2019-01-18,,,,-0.08141313881684054,-0.08068800414021793,-0.08068800414021793
2019-01-22,,,,-0.09393283397907304,-0.0931938006859182,-0.0931938006859182
2019-01-23,,,,-0.09167329206773533,-0.09096110591635698,-0.09096110591635698
2019-01-24,,,,-0.08948586976581563,-0.08877902943967775,-0.08877902943967775
2019-01-25,,,,-0.08078803390010647,-0.08009604512850899,-0.08009604512850899
2019-01-28,,,,-0.08703878147923849,-0.08635042942457138,-0.08635042942457138
2019-01-29,,,,-0.08735122941832141,-0.08668198246677694,-0.08668198246677694
2019-01-30,,,,-0.07467139139153567,-0.07399439152059295,-0.07399439152059295
2019-01-31,,,,-0.06818714539626447,-0.06748169829619599,-0.06748169829619599
2019-02-01,,,,-0.06796110782104947,-0.06723655095050873,-0.06723655095050873
2019-02-04,,,,-0.06263126846066436,-0.061887523483543316,-0.061887523483543316
2019-02-05,,,,-0.057682174568652655,-0.05696368542789321,-0.05696368542789321
2019-02-06,,,,-0.060403130701446095,-0.05964824727931539,-0.05964824727931539
2019-02-07,,,,-0.06944615757165262,-0.06867705602953922,-0.06867705602953922
2019-02-08,,,,-0.06969869009737051,-0.06890564722869275,-0.06890564722869275
2019-02-11,,,,-0.06918126917336487,-0.06836248403514256,-0.06836248403514256
2019-02-12,,,,-0.05817952877998944,-0.057361323098783834,-0.057361323098783834
2019-02-13,,,,-0.0566870508273305,-0.055844760542475336,-0.055844760542475336
2019-02-14,,,,-0.05766958455928539,-0.056838620143295104,-0.056838620143295104
2019-02-15,,,,-0.04839948072459965,-0.04756307122808323,-0.04756307122808323
2019-02-19,,,,-0.04542634949020885,-0.04461250998832922,-0.04461250998832922
2019-02-20,,,,-0.04301442366945585,-0.042211093015281365,-0.042211093015281365
2019-02-21,,,,-0.0458649472764564,-0.045066528441771614,-0.045066528441771614
2019-02-22,,,,-0.03996537320594551,-0.03916255988635353,-0.03916255988635353
2019-02-25,,,,-0.037346158356078685,-0.0365664052886564,-0.0365664052886564
2019-02-26,,,,-0.03812595335533131,-0.03736816160579515,-0.03736816160579515
2019-02-27,,,,-0.03909269636472412,-0.03830984717180275,-0.03830984717180275
2019-02-28,,,,-0.041814012664910916,-0.04101500512655332,-0.04101500512655332
2019-03-01,,,,-0.0362382924232183,-0.03543058342939942,-0.03543058342939942
2019-03-04,,,,-0.03970368186875972,-0.038909385942835994,-0.038909385942835994
2019-03-05,,,,-0.03984434608116094,-0.03907819528589118,-0.03907819528589118
2019-03-06,,,,-0.04577839985774612,-0.045032934572519556,-0.045032934572519556
2019-03-07,,,,-0.054416127023972916,-0.05363810800965063,-0.05363810800965063
2019-03-08,,,,-0.056551632673649266,-0.055769498172217435,-0.055769498172217435
2019-03-11,,,,-0.04379998880198899,-0.04300625791718393,-0.04300625791718393
2019-03-12,,,,-0.041164734405203074,-0.04036102860935642,-0.04036102860935642
2019-03-13,,,,-0.03548299159915036,-0.034678154212768764,-0.034678154212768764
2019-03-14,,,,-0.036640068927395686,-0.03582863796897506,-0.03582863796897506
2019-03-15,,,,-0.0306948353119757,-0.02991725540085044,-0.02991725540085044
2019-03-18,,,,-0.026663367590785136,-0.02589521023706487,-0.02589521023706487
2019-03-19,,,,-0.026318278459811717,-0.025562201906788595,-0.025562201906788595
2019-03-20,,,,-0.02926874665524526,-0.028530015212393067,-0.028530015212393067
2019-03-21,,,,-0.021062304451550107,-0.02026928496460012,-0.02026928496460012
2019-03-22,,,,-0.04109349271013718,-0.0402911744998794,-0.0402911744998794
2019-03-25,,,,-0.04116564757198826,-0.040373006599237815,-0.040373006599237815
2019-03-26,,,,-0.03473956972380399,-0.03393586986865915,-0.03393586986865915
2019-03-27,,,,-0.038955226573357815,-0.03815471644654922,-0.03815471644654922
2019-03-28,,,,-0.035420874731358576,-0.034606482165636554,-0.034606482165636554
2019-03-29,,,,-0.029439379744158556,-0.028620330773523106,-0.028620330773523106
2019-04-01,,,,-0.018144117967404894,-0.017336409742473302,-0.017336409742473302
2019-04-02,,,,-0.018326163573905707,-0.017517688727690328,-0.017517688727690328
2019-04-03,,,,-0.0149312640462681,-0.014147983053083513,-0.014147983053083513
2019-04-04,,,,-0.013264748337742827,-0.012471114234052338,-0.012471114234052338
2019-04-05,,,,-0.00876411157275947,-0.007963726010382088,-0.007963726010382088
2019-04-08,,,,-0.008095015096352909,-0.007291902772809999,-0.007291902772809999
2019-04-09,,,,-0.013386193979100791,-0.012588812054269316,-0.012588812054269316
2019-04-10,,,,-0.009102740034784507,-0.008304101456831137,-0.008304101456831137
2019-04-11,,,,-0.010486195176020674,-0.009663497753405248,-0.009663497753405248
2019-04-12,,,,-0.0040570196880951315,-0.0032374473122804837,-0.0032374473122804837
2019-04-15,,,,-0.004979635299104723,-0.004158892096167266,-0.004158892096167266
2019-04-16,,,,-0.0038032929805081883,-0.0029991249464760283,-0.0029991249464760283
2019-04-17,,,,-0.0058247302946289325,-0.0050505644302925035,-0.0050505644302925035
2019-04-18,,,,-0.005040915287899295,-0.0042524953041960245,-0.0042524953041960245
2019-04-22,,,,-0.005541366206259113,-0.00473928669415602,-0.00473928669415602
2019-04-23,,,,0.0,0.0,0.0
2019-04-24,,,,-0.0034867724552888335,-0.003438579409028475,-0.003438579409028475
2019-04-25,,,,-0.004917443280748057,-0.004871377525742626,-0.004871377525742626
2019-04-26,,,,-0.0001088175815114889,-5.966890746345044e-05,-5.966890746345044e-05
2019-04-29,,,,0.0,0.0,0.0
2019-04-30,,,,0.0,0.0,0.0
2019-05-01,,,,-0.006817045467707339,-0.006816432026671704,-0.006816432026671704
2019-05-02,,,,-0.008183633449061256,-0.008184843171448297,-0.008184843171448297
2019-05-03,,,,0.0,0.0,0.0
2019-05-06,,,,-0.005722596551645864,-0.005666425776724049,-0.005666425776724049
2019-05-07,,,,-0.022179107746390536,-0.022107855921599806,-0.022107855921599806
2019-05-08,,,,-0.023248246748654,-0.023186995258793197,-0.023186995258793197
2019-05-09,,,,-0.02783283992927854,-0.027736541355665834,-0.027736541355665834
2019-05-10,,,,-0.02288759309891053,-0.02280796499084614,-0.02280796499084614
2019-05-13,,,,-0.04670947700649264,-0.046609082487156006,-0.046609082487156006
2019-05-14,,,,-0.038018465857293626,-0.03793350941329732,-0.03793350941329732
2019-05-15,,,,-0.03308244210791389,-0.03299176826875727,-0.03299176826875727
2019-05-16,,,,-0.026149871273652425,-0.026038825794261644,-0.026038825794261644
2019-05-17,,,,-0.033437847454272696,-0.033310597263314756,-0.033310597263314756
2019-05-20,,,,-0.03925240322232337,-0.03913541160500367,-0.03913541160500367
2019-05-21,,,,-0.030474258883948724,-0.030358253422522075,-0.030358253422522075
2019-05-22,,,,-0.033911992487671405,-0.03379089632110688,-0.03379089632110688
2019-05-23,,,,-0.045192929617274724,-0.045072604277355044,-0.045072604277355044
2019-05-24,,,,-0.041697805221069584,-0.04161057753600905,-0.04161057753600905
2019-05-28,,,,-0.04877190067575843,-0.04869386536779452,-0.04869386536779452
2019-05-29,,,,-0.053745567343088,-0.05368299444370639,-0.05368299444370639
2019-05-30,,,,-0.0514566371917059,-0.05140595817560045,-0.05140595817560045
2019-05-31,,,,-0.06129928598604739,-0.06128364237765627,-0.06128364237765627
2019-06-03,,,,-0.06144286193262116,-0.0614603115978416,-0.0614603115978416
2019-06-04,,,,-0.0447319801647692,-0.04470147499417165,-0.04470147499417165
2019-06-05,,,,-0.0403464365291073,-0.0402688148577206,-0.0402688148577206
2019-06-06,,,,-0.035909509849185284,-0.03582254165645582,-0.03582254165645582
2019-06-07,,,,-0.02724912815944669,-0.027178177343105236,-0.027178177343105236
2019-06-10,,,,-0.022253141556903944,-0.022179647201271746,-0.022179647201271746
2019-06-11,,,,-0.021212199407061316,-0.02117777791354547,-0.02117777791354547
2019-06-12,,,,-0.024403967185405162,-0.02432756247740886,-0.02432756247740886
2019-06-13,,,,-0.02109762437159557,-0.021002605292268495,-0.021002605292268495
2019-06-14,,,,-0.024749804514129004,-0.024619646351197066,-0.024619646351197066
2019-06-17,,,,-0.023791861034554995,-0.023667028438742688,-0.023667028438742688
2019-06-18,,,,-0.012145718120767923,-0.01205735354182813,-0.01205735354182813
2019-06-19,,,,-0.008225872866368111,-0.008154162432990497,-0.008154162432990497
2019-06-20,,,,0.0,0.0,0.0
2019-06-21,,,,-0.0008824431233394048,-0.0008607971428584715,-0.0008607971428584715
2019-06-24,,,,-0.004438896796154057,-0.004450907871610288,-0.004450907871610288
2019-06-25,,,,-0.012838112674636637,-0.012857213203361972,-0.012857213203361972
2019-06-26,,,,-0.013093683903570352,-0.013140406216245126,-0.013140406216245126
2019-06-27,,,,-0.008086346691980273,-0.008123137539832515,-0.008123137539832515
2019-06-28,,,,-0.002365990917256422,-0.002392109648152063,-0.002392109648152063
2019-07-01,,,,0.0,0.0,0.0
2019-07-02,,,,0.0,0.0,0.0
2019-07-03,,,,0.0,0.0,0.0
2019-07-05,,,,-0.0022188315928411972,-0.002182638959470351,-0.002182638959470351
2019-07-08,,,,-0.007335556402175314,-0.007294336200428075,-0.007294336200428075
2019-07-09,,,,-0.007155489202117948,-0.0070819459176033606,-0.0070819459176033606
2019-07-10,,,,-0.0030228073785059095,-0.0029571065925315665,-0.0029571065925315665
2019-07-11,,,,-0.0021916948543249104,-0.0021172136839164857,-0.0021172136839164857
2019-07-12,,,,0.0,0.0,0.0
2019-07-15,,,,0.0,0.0,0.0
2019-07-16,,,,-0.0027204941598856225,-0.0027106916675845305,-0.0027106916675845305
2019-07-17,,,,-0.007844043206493456,-0.007854138934575872,-0.007854138934575872
2019-07-18,,,,-0.00425279274911039,-0.0042663448236325285,-0.0042663448236325285
2019-07-19,,,,-0.009008013711809482,-0.009033126315812101,-0.009033126315812101
2019-07-22,,,,-0.007301383150355667,-0.00731769551382111,-0.00731769551382111
2019-07-23,,,,-0.0016631365999955072,-0.0016720926376572187,-0.0016720926376572187
2019-07-24,,,,0.0,0.0,0.0
2019-07-25,,,,-0.005949542465458757,-0.005924135782327644,-0.005924135782327644
2019-07-26,,,,-0.0003425521111422025,-0.0002964101622089377,-0.0002964101622089377
2019-07-29,,,,-0.0020717975735976557,-0.0020355295940602813,-0.0020355295940602813
2019-07-30,,,,-0.005408618758937722,-0.005318812654696692,-0.005318812654696692
2019-07-31,,,,-0.014945281343215933,-0.014866724000342613,-0.014866724000342613
2019-08-01,,,,-0.023477626863419476,-0.023400882838649384,-0.023400882838649384
2019-08-02,,,,-0.031106181690123358,-0.03102191896384754,-0.03102191896384754
2019-08-05,,,,-0.05833232701810587,-0.058233946738234565,-0.058233946738234565
2019-08-06,,,,-0.04742139749135965,-0.04731244451132577,-0.04731244451132577
2019-08-07,,,,-0.04568666237824637,-0.045594310183771136,-0.045594310183771136
2019-08-08,,,,-0.030260384175542332,-0.03014012921601794,-0.03014012921601794
2019-08-09,,,,-0.03710784822987512,-0.03697822600696499,-0.03697822600696499
2019-08-12,,,,-0.04773837472276499,-0.04761613620148786,-0.04761613620148786
2019-08-13,,,,-0.0356673581907716,-0.03553511885844718,-0.03553511885844718
2019-08-14,,,,-0.06188818855083156,-0.06174347712822359,-0.06174347712822359
2019-08-15,,,,-0.059881785843465596,-0.05974373118029652,-0.05974373118029652
2019-08-16,,,,-0.04697664765360632,-0.046834392962067484,-0.046834392962067484
2019-08-19,,,,-0.03778661361460489,-0.037618847709209535,-0.037618847709209535
2019-08-20,,,,-0.04327333469071548,-0.04313189870814249,-0.04313189870814249
2019-08-21,,,,-0.03562766834794606,-0.03549125884279447,-0.03549125884279447
2019-08-22,,,,-0.0375878838106084,-0.03742747313010664,-0.03742747313010664
2019-08-23,,,,-0.05779834692287544,-0.05768573010086098,-0.05768573010086098
2019-08-26,,,,-0.04922141513175915,-0.049105853572642744,-0.049105853572642744
2019-08-27,,,,-0.052302692492064096,-0.0522076551563585,-0.0522076551563585
2019-08-28,,,,-0.047257373055144436,-0.04713638540854881,-0.04713638540854881
2019-08-29,,,,-0.03621491631079521,-0.03608009088236752,-0.03608009088236752
2019-08-30,,,,-0.03511431378848773,-0.035009339053633126,-0.035009339053633126
2019-09-03,,,,-0.04058140730390103,-0.04048309084973889,-0.04048309084973889
2019-09-04,,,,-0.029796584373720236,-0.029727878425307885,-0.029727878425307885
2019-09-05,,,,-0.01874129410608727,-0.018654308579397427,-0.018654308579397427
2019-09-06,,,,-0.017971323935325745,-0.017896684821080866,-0.017896684821080866
2019-09-09,,,,-0.01701450756353373,-0.01694878997090732,-0.01694878997090732
2019-09-10,,,,-0.01582410768769882,-0.015765616976626817,-0.015765616976626817
2019-09-11,,,,-0.00855781300543701,-0.008496628847214471,-0.008496628847214471
2019-09-12,,,,-0.005037295731581737,-0.004992491265868315,-0.004992491265868315
2019-09-13,,,,-0.00449502810307123,-0.004481247573184799,-0.004481247573184799
2019-09-16,,,,-0.00782263431883834,-0.00777700877819798,-0.00777700877819798
2019-09-17,,,,-0.005367467094395395,-0.005328013699200218,-0.005328013699200218
2019-09-18,,,,-0.0063180620572445,-0.006260992661015763,-0.006260992661015763
2019-09-19,,,,-0.006571123292114844,-0.006525542626236613,-0.006525542626236613
2019-09-20,,,,-0.009857464665094962,-0.009825832083985575,-0.009825832083985575
2019-09-23,,,,-0.009441465366282653,-0.009406143487596608,-0.009406143487596608
2019-09-24,,,,-0.017588869121674344,-0.01756260434518364,-0.01756260434518364
2019-09-25,,,,-0.013476955124691936,-0.013415557990128946,-0.013415557990128946
2019-09-26,,,,-0.015224283980359465,-0.015185352222700121,-0.015185352222700121
2019-09-27,,,,-0.02108776458764905,-0.021041291488519298,-0.021041291488519298
2019-09-30,,,,-0.01702739985920454,-0.01697836552852472,-0.01697836552852472
2019-10-01,,,,-0.028109818665384645,-0.0280749710691115,-0.0280749710691115
2019-10-02,,,,-0.042911604397049885,-0.04286343331517106,-0.04286343331517106
2019-10-03,,,,-0.03535200037276309,-0.03531119082920686,-0.03531119082920686
2019-10-04,,,,-0.02488311927210629,-0.02482029019585441,-0.02482029019585441
2019-10-07,,,,-0.028388734473681176,-0.028328559225511696,-0.028328559225511696
2019-10-08,,,,-0.04163430513860711,-0.04159886868494389,-0.04159886868494389
2019-10-09,,,,-0.03354794859767751,-0.03351317677556531,-0.03351317677556531
2019-10-10,,,,-0.027269063051203357,-0.02724546926338478,-0.02724546926338478
2019-10-11,,,,-0.01600998671233278,-0.01602470081682894,-0.01602470081682894
2019-10-14,,,,-0.01746065865478552,-0.017461611323482562,-0.017461611323482562
2019-10-15,,,,-0.00822857454531889,-0.008239536932319824,-0.008239536932319824
2019-10-16,,,,-0.009155605866591032,-0.009181883834475602,-0.009181883834475602
2019-10-17,,,,-0.006154488126320912,-0.0061806916062697725,-0.0061806916062697725
2019-10-18,,,,-0.009360341353056967,-0.009396664807899135,-0.009396664807899135
2019-10-21,,,,-0.0031609142218215203,-0.0032028875466481033,-0.0032028875466481033
2019-10-22,,,,-0.0057357759209450965,-0.005780875329646218,-0.005780875329646218
2019-10-23,,,,-0.003443623536074969,-0.0035000039566205343,-0.0035000039566205343
2019-10-24,,,,-0.0011281788171915164,-0.001180123504638808,-0.001180123504638808
2019-10-25,,,,0.0,0.0,0.0
2019-10-28,,,,0.0,0.0,0.0
2019-10-29,,,,-0.0008054839724802587,-0.0007931962147064153,-0.0007931962147064153
2019-10-30,,,,0.0,0.0,0.0
2019-10-31,,,,-0.003493314950711812,-0.0034888853020997868,-0.0034888853020997868
2019-11-01,,,,0.0,0.0,0.0
2019-11-04,,,,0.0,0.0,0.0
2019-11-05,,,,-0.0002638948015071252,-0.0002742101281281162,-0.0002742101281281162
2019-11-06,,,,-0.0008719307046332059,-0.0008780375768305815,-0.0008780375768305815
2019-11-07,,,,0.0,0.0,0.0
2019-11-08,,,,0.0,0.0,0.0
2019-11-11,,,,-0.002005393312769166,-0.0020029987788755532,-0.0020029987788755532
2019-11-12,,,,-0.0013766044158881607,-0.0013563683572698215,-0.0013563683572698215
2019-11-13,,,,-0.0021602451676631107,-0.00211522472329162,-0.00211522472329162
2019-11-14,,,,-0.0016061323108914616,-0.0015525417399734343,-0.0015525417399734343
2019-11-15,,,,0.0,0.0,0.0
2019-11-18,,,,0.0,0.0,0.0
2019-11-19,,,,0.0,0.0,0.0
2019-11-20,,,,-0.0035713621997720546,-0.0035555211458148106,-0.0035555211458148106
2019-11-21,,,,-0.005487528387623564,-0.0054794337483544675,-0.0054794337483544675
2019-11-22,,,,-0.0038860926313425415,-0.0038696913118438925,-0.0038696913118438925
2019-11-25,,,,0.0,0.0,0.0
2019-11-26,,,,0.0,0.0,0.0
2019-11-27,,,,0.0,0.0,0.0
2019-11-29,,,,-0.005448718186082946,-0.00542131016406866,-0.00542131016406866
2019-12-02,,,,-0.012535635953601743,-0.012532817196409973,-0.012532817196409973
2019-12-03,,,,-0.017619941298515074,-0.017623880451508978,-0.017623880451508978
2019-12-04,,,,-0.010958777269813647,-0.01098051399879485,-0.01098051399879485
2019-12-05,,,,-0.009687349299390746,-0.00970537589476872,-0.00970537589476872
2019-12-06,,,,-0.0017235006310905021,-0.0017410773539791036,-0.0017410773539791036
2019-12-09,,,,-0.005181645693456027,-0.0051866247473063565,-0.0051866247473063565
2019-12-10,,,,-0.0054618119927453135,-0.005477738417902334,-0.005477738417902334
2019-12-11,,,,-0.0017493147391792752,-0.0017958837884909373,-0.0017958837884909373
2019-12-12,,,,0.0,0.0,0.0
2019-12-13,,,,0.0,0.0,0.0
2019-12-16,,,,0.0,0.0,0.0
2019-12-17,,,,0.0,0.0,0.0
2019-12-18,,,,0.0,0.0,0.0
2019-12-19,,,,0.0,0.0,0.0
2019-12-20,,,,0.0,0.0,0.0
2019-12-23,,,,0.0,0.0,0.0
2019-12-24,,,,-7.535642542599863e-05,-6.910343642452244e-05,-6.910343642452244e-05
2019-12-26,,,,0.0,0.0,0.0
2019-12-27,,,,-5.807611332064866e-05,-7.587057653923868e-05,-7.587057653923868e-05
2019-12-30,,,,-0.005593117302798767,-0.0055983041926678245,-0.0055983041926678245
2019-12-31,,,,-0.002598436008658389,-0.002617455954453285,-0.002617455954453285
2020-01-02,,,,0.0,0.0,0.0
2020-01-03,,,,-0.008087705860281846,-0.008041735974509745,-0.008041735974509745
2020-01-06,,,,-0.005271779743001526,-0.005221216451213984,-0.005221216451213984
2020-01-07,,,,-0.007240811752050935,-0.007194371298769542,-0.007194371298769542
2020-01-08,,,,-0.0031847447206271307,-0.003126508861334254,-0.003126508861334254
2020-01-09,,,,0.0,0.0,0.0
2020-01-10,,,,-0.0022152351833825135,-0.002221852347346287,-0.002221852347346287
2020-01-13,,,,0.0,0.0,0.0
2020-01-14,,,,-0.0006495496375428234,-0.0006483473152921748,-0.0006483473152921748
2020-01-15,,,,0.0,0.0,0.0
2020-01-16,,,,0.0,0.0,0.0
2020-01-17,,,,0.0,0.0,0.0
2020-01-21,,,,-0.0049690567389472085,-0.004910128240151357,-0.004910128240151357
2020-01-22,,,,-0.003633741448234362,-0.0035906321327229263,-0.0035906321327229263
2020-01-23,,,,-0.00400969465169132,-0.003938102098905882,-0.003938102098905882
2020-01-24,,,,-0.011963502163044648,-0.01191079147708074,-0.01191079147708074
2020-01-27,,,,-0.028746869461096503,-0.02863216326077045,-0.02863216326077045
2020-01-28,,,,-0.0200245246735552,-0.019910446847542063,-0.019910446847542063
2020-01-29,,,,-0.020075992736768522,-0.019972107269460526,-0.019972107269460526
2020-01-30,,,,-0.01986937387648091,-0.019726468271778375,-0.019726468271778375
2020-01-31,,,,-0.03638517234587313,-0.036232963770505666,-0.036232963770505666
2020-02-03,,,,-0.02924547491389662,-0.02907573542151287,-0.02907573542151287
2020-02-04,,,,-0.013886408954266738,-0.013738742530756354,-0.013738742530756354
2020-02-05,,,,-0.004930675450524391,-0.0047826735383214025,-0.0047826735383214025
2020-02-06,,,,-0.0024214005801470595,-0.0022733342292052816,-0.0022733342292052816
2020-02-07,,,,-0.009207934148039554,-0.009028934187640059,-0.009028934187640059
2020-02-10,,,,-0.0031588884805430206,-0.0029625927305702016,-0.0029625927305702016
2020-02-11,,,,0.0,0.0,0.0
2020-02-12,,,,0.0,0.0,0.0
2020-02-13,,,,-0.002365578801802659,-0.0023229852161840148,-0.0023229852161840148
2020-02-14,,,,-0.0014835116101404866,-0.0014276315306027687,-0.0014276315306027687
2020-02-18,,,,-0.004560090347543788,-0.0044825273732034265,-0.0044825273732034265
2020-02-19,,,,0.0,0.0,0.0
2020-02-20,,,,-0.004467861701711429,-0.004433327053955161,-0.004433327053955161
2020-02-21,,,,-0.012805725819947877,-0.01279510291739605,-0.01279510291739605
2020-02-24,,,,-0.0451988352401379,-0.0451347581090068,-0.0451347581090068
2020-02-25,,,,-0.06931164800575373,-0.0693072203517685,-0.0693072203517685
2020-02-26,,,,-0.07236196057010513,-0.0723921783638437,-0.0723921783638437
2020-02-27,,,,-0.10770341844251052,-0.10777385756213409,-0.10777385756213409
2020-02-28,,,,-0.11297567297097122,-0.11304991264506015,-0.11304991264506015
2020-03-02,,,,-0.08375466965111644,-0.08373260761028178,-0.08373260761028178
2020-03-03,,,,-0.10206819401775524,-0.10211944971778875,-0.10211944971778875
2020-03-04,,,,-0.07155411355117192,-0.07155933109313584,-0.07155933109313584
2020-03-05,,,,-0.09900945358797664,-0.09903318258655314,-0.09903318258655314
2020-03-06,,,,-0.1144325186161661,-0.1144553522831191,-0.1144553522831191
2020-03-09,,,,-0.18210396401367313,-0.18206426252622243,-0.18206426252622243
2020-03-10,,,,-0.14513240888539192,-0.1450900574861178,-0.1450900574861178
2020-03-11,,,,-0.18611068156624866,-0.18603399688436462,-0.18603399688436462
2020-03-12,,,,-0.2636340155467709,-0.2634355375512646,-0.2634355375512646
2020-03-13,,,,-0.20480734886053698,-0.20455932078968453,-0.20455932078968453
