Ticker,missing_days,missing_pct
SGOV,1361,0.4732267037552156
BIL,0,0.0
GLD,0,0.0
IWM,0,0.0
QQQ,0,0.0
SPY,0,0.0
TLT,0,0.0
VEA,0,0.0
VTI,0,0.0
VWO,0,0.0
XLE,0,0.0
XLF,0,0.0
XLK,0,0.0
XLV,0,0.0
