date,ticker,role,target_weight,data_available,latest_price,ma50,ma100,ma200,above_50ma,above_100ma,above_200ma,ma200_slope_20d,return_1m,return_3m,return_6m,return_12m,vol20_annualized,rsi14,macd,macd_signal,macd_hist,bb_high,bb_mid,bb_low,bb_width,bb_percent_b,high_252d,drawdown_252d,dd_10_price,dd_15_price,dd_25_price,suggested_buy_amount,trend_score,momentum_score,risk_score,drawdown_score,price_position_score,market_score,score_status,reference_signal,notes
2026-06-12,VTI,美国全市场核心,0.64,True,365.0798950195313,356.9823962402344,344.917785949707,337.2885874938965,True,True,True,0.01678392847054644,-0.006314912671465001,0.1115877044735436,0.08059688495987083,0.25828695591534157,0.14849708155055316,52.157422205553644,1.8426657255359373,3.5402242815092535,-1.6975585559733162,376.21737938896814,367.0014938354492,357.78560828193025,5.022260513005448,0.39574529735863767,374.3599853515625,-0.02478921544810997,336.9239868164063,318.2059875488281,280.7699890136719,12800.0,30,16,16,8,8,78,normal,normal_or_positive,多指标评分仅用于辅助观察，暂未接入买入决策。
2026-06-12,VEA,发达市场,0.2,True,71.33000183105469,69.46779983520508,67.87298206329346,64.09490674972534,True,True,True,0.022262934357458963,0.01091275934103475,0.09604823783350858,0.15701054238020995,0.3101107118622455,0.22876610532726438,55.296342166286934,0.324020981038899,0.49668824002598194,-0.17266725898708296,72.88031042765547,70.74799919128418,68.61568795491289,6.027905412861441,0.6364722536380156,72.31999969482422,-0.013689129811215728,65.0879997253418,61.47199974060059,54.239999771118164,4000.0,30,21,14,8,8,81,strong,normal_or_positive,多指标评分仅用于辅助观察，暂未接入买入决策。
2026-06-12,VWO,新兴市场,0.1,True,59.279998779296875,58.742799835205076,57.382499847412106,55.3771791267395,True,True,True,0.017384796169587657,-0.011340899192106124,0.07742635925282126,0.11031154807473986,0.2595027443403046,0.21363490830227802,51.294889915361104,0.01590144929427595,0.20108473836941776,-0.1851832890751418,61.201429040880456,59.25699996948242,57.31257089808439,6.562698322221585,0.5059140264236837,61.189998626708984,-0.031214248901427655,55.07099876403809,52.011498832702635,45.89249897003174,2000.0,30,16,14,8,8,76,normal,normal_or_positive,多指标评分仅用于辅助观察，暂未接入买入决策。
2026-06-12,SGOV,美元现金短债,0.06,True,100.5167999267578,100.17724746704101,99.823662109375,99.09141521453857,True,True,True,0.0030094194096701443,0.002947041482617818,0.008861328275755476,0.018283590106889402,0.039126142462458935,0.0019598611541960863,99.99998039132213,0.09512293696107577,0.09556165612478659,-0.00043871916371082675,100.53621102217217,100.38341979980468,100.2306285774372,0.3044152563684237,0.9364783686078402,100.5167999267578,0.0,90.46511993408203,85.43927993774413,75.38759994506835,1200.0,30,18,10,8,5,71,normal,normal_or_positive,SGOV 是现金/短债工具，主要用于现金管理，不按风险资产回撤买点解释。
