date,position_status,current_cash,invested_amount,data_validation_status,data_validation_summary,market_status,market_status_cn,vti_price,vti_ma200,vti_above_200ma,vti_drawdown_252d,vti_252_high_est,vti_dd_10_price,vti_dd_15_price,vti_dd_25_price,spy_price,spy_ma200,spy_above_200ma,vix_value,matched_rule_id,recommendation,action_type,suggested_amount_usd,auto_trade,decision_mode,decision_sentence
2026-06-11,empty,50000.0,0.0,passed,12/12 个标的通过 yfinance 与 Alpha Vantage 交叉验证。,normal,正常,363.6700134277344,337.069016418457,True,-0.0285553273376404,374.3599853515625,336.9239868164063,318.2059875488281,280.7699890136719,737.0499877929688,684.1465887451172,True,20.719999313354492,EMPTY_NORMAL_INITIAL_ENTRY,允许首笔建仓,BUY_INITIAL_STANDARD,20000.0,False,manual_confirm,"今日规则建议：允许首笔建仓，建议金额 $20,000，但必须人工确认。"
