,REAL_LumpSum_SGOV_2020,REAL_40_6_DCA_SGOV_2020,PROXY_LumpSum_BIL_2015,PROXY_40_6_DCA_BIL_2015
2018-10-19,,,66198.02812797386,64870.063516800285
2018-10-22,,,66016.70821503093,64691.56160774834
2018-10-23,,,65573.30132939787,64258.97150997218
2018-10-24,,,63682.58079588514,62406.92446706311
2018-10-25,,,64734.89021012052,63439.07497595177
2018-10-26,,,63821.92236855393,62542.18452676324
2018-10-29,,,63429.47477227463,62158.7848078642
2018-10-30,,,64360.45165009968,63070.607103553164
2018-10-31,,,64979.220220501185,63676.864338807994
2018-11-01,,,65832.61163722252,64509.79609486354
2018-11-02,,,65699.7312084762,64377.248985224556
2018-11-05,,,65939.87681011464,64613.786239158944
2018-11-06,,,66240.5201126915,64909.033715366335
2018-11-07,,,67420.52775366347,66066.55381438398
2018-11-08,,,67073.56780230782,65731.05531682057
2018-11-09,,,66418.18863981956,65089.205495592454
2018-11-12,,,65257.204078929564,63951.53037424348
2018-11-13,,,65299.77699632234,63990.73113517962
2018-11-14,,,65022.205239187,63715.52096865365
2018-11-15,,,65673.75991268067,64354.75449330835
2018-11-16,,,65802.76603888477,64481.22983320606
2018-11-19,,,64848.232687130534,63543.97250826935
2018-11-20,,,63724.015343703606,62443.9572133488
2018-11-21,,,64207.64416030351,62913.702889797445
2018-11-23,,,63836.81231671684,62551.47835681106
2018-11-26,,,64712.652946718365,63410.02568526237
2018-11-27,,,64771.43088327123,63468.176453176464
2018-11-28,,,66102.63803399353,64773.60947619585
2018-11-29,,,65924.82010516377,64600.74639334383
2018-11-30,,,66204.47153705251,64878.084793554204
2018-12-03,,,67006.46226236911,65662.06342549717
2018-12-04,,,65085.80279234926,63778.58711806299
2018-12-06,,,64877.376609203864,63577.298735938006
2018-12-07,,,63588.74975030712,62312.108021090906
2018-12-10,,,63477.48335531711,62206.74627115903
2018-12-11,,,63533.64387933649,62260.52229608139
2018-12-12,,,64042.298364637056,62755.149190159565
2018-12-13,,,63923.27936813608,62638.151427330085
2018-12-14,,,62939.527278457885,61673.85979351313
2018-12-17,,,61862.4459354118,60615.4696631323
2018-12-18,,,61894.769659284866,60646.221419894675
2018-12-19,,,61035.18830646626,59803.8533698255
2018-12-20,,,60363.42759525282,59141.36636264244
2018-12-21,,,59235.77307143471,58036.29416485944
2018-12-24,,,58075.51422168755,56896.048294703076
2018-12-26,,,60319.18396146655,59099.40085659949
2018-12-27,,,60686.64451035249,59461.965260761994
2018-12-28,,,60744.35408743637,59515.85605496718
2018-12-31,,,61150.32540733694,59915.924462009665
2019-01-02,,,61191.58574510535,59956.52188903499
2019-01-03,,,60052.817256301925,58837.63868946389
2019-01-04,,,61905.40843422269,60651.41109768785
2019-01-07,,,62376.687477421445,61115.057255378335
2019-01-08,,,62925.473556464334,61653.36264789868
2019-01-09,,,63348.19869808959,62064.333516000086
2019-01-10,,,63650.549423341705,62360.225145354474
2019-01-11,,,63554.22992216889,62268.18710797792
2019-01-14,,,63180.74273793935,61902.40313679935
2019-01-15,,,63759.50711949503,62470.43510641756
2019-01-16,,,63974.46585254728,62680.16550174526
2019-01-17,,,64393.043187372496,63091.37016344033
2019-01-18,,,65119.00445346282,63803.166663560165
2019-01-22,,,64231.47805887088,62935.22474084039
2019-01-23,,,64391.65792427595,63090.180835324885
2019-01-24,,,64546.72520058866,63241.62385982713
2019-01-25,,,65163.3184008714,63844.25049543896
2019-01-28,,,64720.20030649904,63410.17639935756
2019-01-29,,,64698.05074221025,63387.165567229924
2019-01-30,,,65596.92973104308,64267.72459761804
2019-01-31,,,66056.60062520279,64719.72615214602
2019-02-01,,,66072.62452287547,64736.74015503563
2019-02-04,,,66450.45905079167,65107.97961726365
2019-02-05,,,66801.30237417582,65449.709586527475
2019-02-06,,,66608.41266279803,65263.39248417667
2019-02-07,,,65967.3487287077,64636.764536256575
2019-02-08,,,65949.44659297969,64620.89958241816
2019-02-11,,,65986.12677737862,64658.59682983761
2019-02-12,,,66766.04472737988,65422.11227168571
2019-02-13,,,66871.84710987935,65527.36652048443
2019-02-14,,,66802.19488517364,65458.389513726266
2019-02-15,,,67459.35639967368,66102.14201124456
2019-02-19,,,67670.122908835,66306.92031434394
2019-02-20,,,67841.10533292577,66473.58626458728
2019-02-21,,,67639.03052943916,66275.40999447019
2019-02-22,,,68057.25378779962,66685.16412735895
2019-02-25,,,68242.93101733606,66865.34548605679
2019-02-26,,,68187.65102567177,66809.70105613925
2019-02-27,,,68119.11821185282,66744.34509278488
2019-02-28,,,67926.20296805879,66556.59855557496
2019-03-01,,,68321.4680938656,66944.17512356033
2019-03-04,,,68075.80519547999,66702.7352015817
2019-03-05,,,68065.83345098759,66691.01929806056
2019-03-06,,,67645.16591193002,66277.74151548636
2019-03-07,,,67032.83384234126,65680.51520118745
2019-03-08,,,66881.44695908827,65532.589967556465
2019-03-11,,,67785.41629411455,66418.39929978143
2019-03-12,,,67972.23057379984,66601.98659892552
2019-03-13,,,68375.0116832686,66996.39609633935
2019-03-14,,,68292.98599046264,66916.5488767104
2019-03-15,,,68714.44607294275,67326.81756558285
2019-03-18,,,69000.23849561258,67605.96024953465
2019-03-19,,,69024.7020075637,67629.07208326754
2019-03-20,,,68815.54209065528,67423.09643211038
2019-03-21,,,69397.30018996142,67996.41729720985
2019-03-22,,,67977.28092717883,66606.83469555558
2019-03-25,,,67972.16583902683,66601.15528845841
2019-03-26,,,68427.71316905855,67047.91298280691
2019-03-27,,,68128.86350251011,66755.11165687037
2019-03-28,,,68379.41517384886,67001.3703636054
2019-03-29,,,68803.44584004862,67416.82824587432
2019-04-01,,,69604.17164293684,68199.96813462253
2019-04-02,,,69591.26635421412,68187.38679840752
2019-04-03,,,69831.93219301628,68421.25505394247
2019-04-04,,,69950.07218437806,68537.6350655331
2019-04-05,,,70269.12419559983,68850.46209634242
2019-04-08,,,70316.55672296125,68897.0887586598
2019-04-09,,,69941.46285237624,68529.46646371669
2019-04-10,,,70245.11868315621,68826.83896139392
2019-04-11,,,70147.04497308018,68732.49254922617
2019-04-12,,,70602.81189608088,69178.48081994386
2019-04-15,,,70537.40729187743,69114.52963103044
2019-04-16,,,70620.79868785801,69195.02114759492
2019-04-17,,,70477.49815633171,69052.64474450694
2019-04-18,,,70533.06312799719,69108.03327167801
2019-04-22,,,70497.58595435305,69074.24840612216
2019-04-23,,,71030.49475974112,69598.81220848161
2019-04-24,,,70782.82758712732,69359.49116592869
2019-04-25,,,70681.20633055663,69259.77011887083
2019-04-26,,,71022.7653930878,69594.65932339638
2019-04-29,,,71131.97425186903,69701.2295932083
2019-04-30,,,71148.80557242852,69717.47020744407
2019-05-01,,,70663.78092986821,69242.24581070352
2019-05-02,,,70566.54982728524,69146.84364748602
2019-05-03,,,71296.86129499388,69861.85664928153
2019-05-06,,,70888.85812240398,69465.98962395424
2019-05-07,,,69715.56052635275,68317.36078806376
2019-05-08,,,69639.3342712033,68241.97011038415
2019-05-09,,,69312.46716711034,67924.13037314513
2019-05-10,,,69665.0477444446,68268.4498686292
2019-05-13,,,67966.62219170027,66605.6596100093
2019-05-14,,,68586.26400811796,67211.75125244558
2019-05-15,,,68938.18700872628,67556.9904638833
2019-05-16,,,69432.45754991434,68042.73593432721
2019-05-17,,,68912.84772304344,67534.71647836988
2019-05-20,,,68498.28814695672,67127.78413382213
2019-05-21,,,69124.14228627726,67740.97270055473
2019-05-22,,,68879.0426703635,67501.16189444563
2019-05-23,,,68074.74726055663,66713.00083044716
2019-05-24,,,68323.93865984162,66954.86444636705
2019-05-28,,,67819.57785742111,66460.01280725726
2019-05-29,,,67464.97103491299,66111.46298695114
2019-05-30,,,67628.16457043,66270.54096829877
2019-05-31,,,66926.4146045645,65580.46761054787
2019-06-03,,,66916.17809021633,65568.12517081294
2019-06-04,,,68107.61150973591,66738.92861122727
2019-06-05,,,68420.28700603085,67048.602478255
2019-06-06,,,68736.6259521053,67359.2273792653
2019-06-07,,,69354.0839842003,67963.13871974876
2019-06-10,,,69710.28214803344,68312.34531597464
2019-06-11,,,69784.49805610688,68382.3377645351
2019-06-12,,,69556.93503152847,68162.28796685835
2019-06-13,,,69792.66689651835,68394.57564909162
2019-06-14,,,69532.27791547182,68141.8824451382
2019-06-17,,,69600.57627886345,68208.43410117962
2019-06-18,,,70430.9097148094,69019.50754457263
2019-06-19,,,70710.38237821018,69292.19172229299
2019-06-20,,,71375.26446439243,69942.38730666181
2019-06-21,,,71312.27985308929,69882.18109950353
2019-06-24,,,71058.43703163679,69631.08018443937
2019-06-25,,,70458.94077701657,69043.12312110794
2019-06-26,,,70440.69931296194,69023.31592571833
2019-06-27,,,70798.09933070157,69374.23567470556
2019-06-28,,,71206.3912369529,69775.07744717076
2019-07-01,,,71699.34028808396,70257.68375993734
2019-07-02,,,71845.853252181,70401.25450150094
2019-07-03,,,72296.06530868738,70843.29267140727
2019-07-05,,,72135.65251494235,70688.66734080549
2019-07-08,,,71765.73344396015,70326.5378771167
2019-07-09,,,71778.75159401546,70341.58430408342
2019-07-10,,,72077.52822903534,70633.801503612
2019-07-11,,,72137.61439436239,70693.30228274966
2019-07-12,,,72409.97706543606,70961.57790200946
2019-07-15,,,72417.51330285208,70967.983672802
2019-07-16,,,72220.50188083823,70775.61135079486
2019-07-17,,,71849.4671995977,70410.5912691291
2019-07-18,,,72109.5366273691,70665.2097830159
2019-07-19,,,71765.17535004484,70326.92091190709
2019-07-22,,,71888.76529143198,70448.6615770546
2019-07-23,,,72297.07308599744,70849.31862979333
2019-07-24,,,72628.74698710939,71176.05420422798
2019-07-25,,,72196.63917269652,70754.39759467183
2019-07-26,,,72603.86785649935,71154.95689845592
2019-07-29,,,72478.27492532806,71031.17323950684
2019-07-30,,,72235.92578371677,70797.48210641516
2019-07-31,,,71543.2899297818,70117.8994509403
2019-08-01,,,70923.59636578834,69510.47169887749
2019-08-02,,,70369.54398740237,68968.036418538
2019-08-05,,,68392.14316694206,67031.19165466128
2019-08-06,,,69184.59030693429,67808.54108915533
2019-08-07,,,69310.58194455424,67930.8311111835
2019-08-08,,,70430.9732010912,69030.79873342626
2019-08-09,,,69933.65046678574,68544.08998558005
2019-08-12,,,69161.56864779387,67786.92551295499
2019-08-13,,,70038.27145337324,68646.80465820547
2019-08-14,,,68133.88539936053,66781.39712939203
2019-08-15,,,68279.60791394806,66923.73115537637
2019-08-16,,,69216.89193037304,67842.56691213776
2019-08-19,,,69884.35258739459,68498.49306057669
2019-08-20,,,69485.85891056892,68106.09584384596
2019-08-21,,,70041.15407692577,68649.92644105696
2019-08-22,,,69898.78608404785,68512.11434799223
2019-08-23,,,68430.9254721747,67070.21155175864
2019-08-26,,,69053.85728115738,67680.89330859669
2019-08-27,,,68830.06796735869,67460.11931094337
2019-08-28,,,69196.50319621187,67821.07228139773
2019-08-29,,,69998.5029932133,68608.01569989113
2019-08-30,,,70078.43837533935,68684.2275900924
2019-09-03,,,69681.37022365353,68294.62753555228
2019-09-04,,,70464.6583995504,69060.14111805157
2019-09-05,,,71267.59027926737,69848.3141256384
2019-09-06,,,71323.51224798724,69902.23879532675
2019-09-09,,,71393.00462216724,69969.70621056261
2019-09-10,,,71479.46187356274,70053.9197957365
2019-09-11,,,72007.20375157452,70571.29768884544
2019-09-12,,,72262.8945099211,70820.70837527441
2019-09-13,,,72302.27872831149,70857.09668405642
2019-09-16,,,72060.5988583938,70622.51740588421
2019-09-17,,,72238.91457754892,70796.82721237284
2019-09-18,,,72169.87405650492,70730.42145121525
2019-09-19,,,72151.49453610528,70711.59182855097
2019-09-20,,,71912.81168001384,70476.69024721658
2019-09-23,,,71943.0251878341,70506.56202550206
2019-09-24,,,71351.28946188193,69926.01732538779
2019-09-25,,,71649.93262320152,70221.1877215426
2019-09-26,,,71523.02631783996,70095.22075131479
2019-09-27,,,71097.1690683493,69678.41810071417
2019-09-30,,,71392.06827088688,69967.60113907051
2019-10-01,,,70587.16607940765,69177.78854163077
2019-10-02,,,69512.13092854513,68125.20415120806
2019-10-03,,,70061.17549654779,68662.74297175252
2019-10-04,,,70821.51721324552,69409.44388388318
2019-10-07,,,70566.90877373617,69159.73913726528
2019-10-08,,,69604.89957321339,68215.21087187386
2019-10-09,,,70192.20151647212,68790.71851749448
2019-10-10,,,70648.22910618801,69236.82920711768
2019-10-11,,,71465.9617129124,70035.47923028283
2019-10-14,,,71360.60122744269,69933.20561017463
2019-10-15,,,72031.11592839286,70589.59647691545
2019-10-16,,,71963.78680511106,70522.52394272843
2019-10-17,,,72181.75422614766,70736.13696344051
2019-10-18,,,71948.91712326524,70507.236680522
2019-10-21,,,72399.17374784476,70948.08530659771
2019-10-22,,,72212.16476897232,70764.5943084172
2019-10-23,,,72378.64092458895,70926.93773289655
2019-10-24,,,72546.80877323938,71092.05766969413
2019-10-25,,,72785.00741689601,71326.16371230947
2019-10-28,,,73197.6994487838,71730.48450051526
2019-10-29,,,73138.73987505537,71673.5881517304
2019-10-30,,,73336.32289466274,71866.43440580131
2019-10-31,,,73080.13602146458,71615.70065908859
2019-11-01,,,73835.22368620159,72355.02628265262
2019-11-04,,,74138.81009660916,72651.40462331324
2019-11-05,,,74119.24525003474,72631.48287234279
2019-11-06,,,74074.16619168095,72587.61396004444
2019-11-07,,,74349.78966675214,72856.84306985019
2019-11-08,,,74411.91878018244,72920.2834234387
2019-11-11,,,74262.69361587035,72774.22418478629
2019-11-12,,,74309.48300419493,72821.3766584
2019-11-13,,,74251.17079222102,72766.040637112
2019-11-14,,,74292.40339311416,72807.07163973311
2019-11-15,,,74808.57399962642,73313.01299811581
2019-11-18,,,74852.85510005507,73356.28506808334
2019-11-19,,,74866.17807020071,73369.65974325353
2019-11-20,,,74598.80383179939,73108.79236657516
2019-11-21,,,74455.3477927676,72967.63555355107
2019-11-22,,,74575.24116726533,73085.74180839212
2019-11-25,,,75226.69806428322,73724.18771333584
2019-11-26,,,75324.28125331181,73820.76791972766
2019-11-27,,,75631.6691174542,74122.52088294418
2019-11-29,,,75219.57346649012,73720.67970709509
2019-12-02,,,74683.57804683453,73193.55687858116
2019-12-03,,,74299.04354729595,72816.1944361387
2019-12-04,,,74802.83850105178,73308.61750476305
2019-12-05,,,74898.99872061748,73403.13395550736
2019-12-06,,,75501.31788799984,73993.46784041505
2019-12-09,,,75239.77260488286,73738.07518179997
2019-12-10,,,75218.58316003715,73716.49710267191
2019-12-11,,,75499.36552391831,73989.40544932842
2019-12-12,,,76121.87921308928,74598.50562963939
2019-12-13,,,76190.31367363775,74663.88001164928
2019-12-16,,,76768.73150641503,75229.28949726016
2019-12-17,,,76786.76812730431,75247.44805973706
2019-12-18,,,76811.49468672881,75272.06235034287
2019-12-19,,,77063.22359305766,75519.96796427884
2019-12-20,,,77368.38840380953,75820.28399119279
2019-12-23,,,77431.44463151411,75881.6712963959
2019-12-24,,,77425.60967463111,75876.42761214769
2019-12-26,,,77804.14217043191,76246.7930086348
2019-12-27,,,77799.6236082544,76241.00812048998
2019-12-30,,,77368.97447662905,75819.94026765709
2019-12-31,,,77601.97308579348,76047.22038626639
2020-01-02,,,78320.36573426773,76749.08372771567
2020-01-03,,,77686.93365333928,76131.88786009184
2020-01-06,,,77907.47801672535,76348.36014914092
2020-01-07,,,77753.26270963412,76196.92232253813
2020-01-08,,,78070.93536297794,76509.12703734168
2020-01-09,,,78502.77993405297,76932.75592042369
2020-01-10,,,78328.87781394973,76761.82269609408
2020-01-13,,,78874.99798835517,77296.1259493272
2020-01-14,,,78823.76476200065,77246.01121358546
2020-01-15,,,78909.07656942331,77331.455394556
2020-01-16,,,79492.79986652169,77904.38257552419
2020-01-17,,,79708.201977865,78114.8951376243
2020-01-21,,,79312.12739967753,77731.3409850326
2020-01-22,,,79418.5629805738,77834.41328509887
2020-01-23,,,79388.59642669842,77807.27070512701
2020-01-24,,,78754.61273109041,77184.48491038603
2020-01-27,,,77416.8407006286,75878.29670694588
2020-01-28,,,78112.08312067452,76559.59266998532
2020-01-29,,,78107.9806938965,76554.77607259301
2020-01-30,,,78124.44991174474,76573.96413713867
2020-01-31,,,76808.00531152071,75284.56097216591
2020-02-03,,,77377.09775648954,75843.64711412352
2020-02-04,,,78601.34128819108,77041.69470551146
2020-02-05,,,79315.1867031673,77741.29709570084
2020-02-06,,,79515.19649135332,77937.31387269717
2020-02-07,,,78974.25410299418,77409.60089035229
2020-02-10,,,79456.41265683233,77883.47251714033
2020-02-11,,,79785.50015819281,78203.50864736488
2020-02-12,,,80278.61587824598,78686.46873360206
2020-02-13,,,80088.71048628635,78503.68123002017
2020-02-14,,,80159.5216195446,78574.13344980618
2020-02-18,,,79912.53813686542,78333.75448360297
2020-02-19,,,80309.7209015643,78722.73703860583
2020-02-20,,,79950.90817527307,78373.73339873119
2020-02-21,,,79281.29663502233,77715.47151625776
2020-02-24,,,76679.81505835304,75169.60534468941
2020-02-25,,,74743.32179499476,73266.68295597685
2020-02-26,,,74498.35204428916,73023.82661761712
2020-02-27,,,71660.08942630189,70238.48399010579
2020-02-28,,,71236.6761365992,69823.1384932114
2020-03-02,,,73583.40675768042,72131.07698814485
2020-03-03,,,72112.65272707166,70683.61445194522
2020-03-04,,,74563.23001291085,73089.39063430237
2020-03-05,,,72358.29931729751,70926.57384774837
2020-03-06,,,71119.67726943694,69712.49843816085
2020-03-09,,,65685.0023765577,64390.13997562633
2020-03-10,,,68654.17765020677,67300.85059620997
2020-03-11,,,65363.224008178964,64077.63162163718
2020-03-12,,,59137.34669284447,57984.37048933386
2020-03-13,,,63861.699875985265,62619.267419283686
2020-03-16,,,56973.01346070229,55870.87920839552
2020-03-17,,,59685.888053104594,58528.25029767574
2020-03-18,,,56294.79901027729,55208.93110003481
2020-03-19,,,56744.06889640081,55647.61399688573
2020-03-20,,,55052.45074573764,53980.6160261758
